光滑,48
毛糙,49
扫,49
间隙,51
ADC,52
平,52
局限性,52
血管,53
样,53
突出,53
于,53
部位,53
向下,54
条,54
缩小,55
腔,55
增宽,55
受侵,56
略高,56
髂,56
示,56
征象,57
向上,57
略低,57
存在,58
规整,58
后壁肌层,59
粘膜,59
腹膜,59
或,60
外,61
底部,61
环形,61
检查,61
皆,61
结节影,63
结构,63
尚可,65
强化影,65
点状,65
后方,66
欠清晰,66
陷,67
大小不等,68
T1W,69
骨,69
另,71
管内,72
凹,75
软组织,75
前后,76
T1WI,76
达,77
椭圆形,77
低于正常,78
厚,80
液体,81
径,82
散,82
条状,82
片,82
其,83
两侧,84
后倾,85
膀胱壁,85
扩张,86
占位,86
子宫后壁,87
结节,87
向,90
处,92
浆膜,93
左,93
增粗,94
规则,95
截面,95
子宫颈,96
肿块,97
稍低,97
T2W,97
灶,98
余,98
在,98
右,98
液,100
宫颈前唇,105
均,107
间,108
后屈,108
盆,111
清楚,111
宫腔,112
一,112
伴,114
混杂,117
放疗,121
结节状,121
低于,122
多个,123
变薄,124
囊,125
宫颈癌,126
体积,126
模糊,127
部,129
序列,133
强化灶,135
骶,136
边缘,144
其内,144
环周,145
中断,146
宫腔内,152
欠佳,155
宫颈管,156
直径约,159
脂肪间隙,159
囊状,160
形,170
有,172
浸润,173
轻度,177
最大者,177
不均,181
稍短,181
斑片状,183
子宫体,187
底,187
少许,188
较大,189
性,190
穹窿,191
清晰,193
受累,196
程度,196
屈,198
分界,198
位于,198
垂直,208
多发类圆形,214
者,219
圆形,226
垂直位,228
病灶,244
增高,252
前倾,254
大,254
后倾位,256
长径,256
周围,256
子宫内膜,256
出血,258
部分,261
坏死,267
低信号,275
T2WI,291
较,293
三角,306
段,313
位,329
短径,330
尚,334
病变,346
积液,375
不伴,386
口,390
最大,393
少量,397
后壁,412
宫,416
整,417
前,418
光,418
内膜,419
增大,428
不规则,441
边界,444
略长,445
正常,469
可,471
臀大肌,475
髂腰肌,479
直肠壁,485
唇,488
局部,491
异常信号影,497
前壁,498
髂骨,499
层,505
外口,513
超过,525
饱满,535
影,544
低,555
肌,557
充盈,561
上,583
与,586
旁,589
左侧,591
范围,591
片状,592
直肠,596
右侧,611
宫旁浸润,619
骨质,622
改变,646
略,650
为,653
类圆形,655
显示,750
未见异常,776
后,777
清,778
前倾位,816
大小,844
卵巢,882
输卵管,889
壁,898
在内,920
增强后,933
肿大,934
减低,980
基质,1004
欠,1057
短,1088
附件区,1094
稍,1097
骨转移,1127
扫描,1140
信号影,1200
约,1218
多发,1242
腹股沟,1248
侵犯,1250
下,1287
区,1292
肠管,1296
脏器,1303
宫内膜,1340
明确,1368
输尿管,1371
高信号,1372
其它,1438
完整,1454
增强,1458
子宫肌层,1475
骨盆骨质,1548
小,1550
盆腔积液,1584
附件,1595
DWI,1604
内,1619
高,1644
累及,1647
髂血管,1703
增厚,1727
宫体,1782
结合带,1920
不,2010
等,2117
均匀,2126
连续,2231
膀胱,2348
可见,2370
T1,2675
子宫,2698
盆腔,2724
外阴,2928
长,3086
强化,3152
呈,3344
淋巴结,3542
形态,4014
阴道,4222
侧,4431
双,4465
及,4762
宫颈,5451
T2,5659
无,5863
异常,5974
明显,5987
未,8894
见,10522
信号,12699
